epoch;accuracy;loss;mse;val_accuracy;val_loss;val_mse
37;0.9545454382896423;0.1852102130651474;0.04338730126619339;0.9545454382896423;0.2093266397714615;0.04433811455965042
38;0.9545454382896423;0.18488603830337524;0.04336007684469223;0.9545454382896423;0.22091995179653168;0.04585236310958862
39;0.9545454382896423;0.1852482259273529;0.04339265823364258;0.9545454382896423;0.218754380941391;0.046120353043079376
40;0.9545454382896423;0.18521729111671448;0.04339681938290596;0.9545454382896423;0.23094293475151062;0.04527910798788071
41;0.9545454382896423;0.18506303429603577;0.04338013008236885;0.9545454382896423;0.2271255999803543;0.044956326484680176
42;0.9545454382896423;0.18510961532592773;0.04337906464934349;0.9545454382896423;0.217842236161232;0.044712893664836884
43;0.9545454382896423;0.18506722152233124;0.043368857353925705;0.9545454382896423;0.2319316416978836;0.04532992094755173
44;0.9545454382896423;0.18502633273601532;0.043378014117479324;0.9545454382896423;0.21971604228019714;0.04532594233751297
45;0.9545454382896423;0.185204416513443;0.0433909147977829;0.9545454382896423;0.25228533148765564;0.04518643021583557
46;0.9545454382896423;0.18505439162254333;0.04337364062666893;0.9545454382896423;0.26985350251197815;0.04526986926794052
47;0.9545454382896423;0.18535949289798737;0.043394993990659714;0.9545454382896423;0.22204124927520752;0.04522627964615822
48;0.9545454382896423;0.18511739373207092;0.04338182508945465;0.9545454382896423;0.22159980237483978;0.045464932918548584
49;0.9545454382896423;0.18517568707466125;0.0433773435652256;0.9545454382896423;0.21313932538032532;0.04529140144586563
